answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"Lockheed Martin is big in security & I.T. but is still better known for making these, like its C-5",19,800,False,airplanes,Keith,True,BUSINESS & INDUSTRY,2,4000
"The title of this 2011 novel about the 3 daughters of a Shakespeare professor gets its title from a trio in ""Macbeth""",18,800,False,The Weird Sisters,Tori,False,"THANKS FOR THE TITLE, SHAKESPEARE",2,4000
"To put something into long-term storage, perhaps with small spheres of naphthalene",13,800,False,mothball,Keith,True,"LET'S HAVE A ""BALL""",2,4000
"Later revealed to be a hoax, this fossilized man was presented at the Geological Society of London",4,1200,False,Piltdown Man,Keith,True,100 YEARS AGO--1912,2,4000
"Movie roles of this former Miss Teen All American include Catwoman & Leticia Musgrove in ""Monster's Ball""",22,1200,False,Halle Berry,Tori,True,BEAUTY QUEENS,2,4000
"Sicily's ""Mountain of Fire""",9,"2,000",True,Mount Etna,Keith,True,GEOGRAPHIC NICKNAMES,2,4000
"This 3-letter drugstore comes before ""Caremark"" in the name of a giant company",20,1200,False,CVS,Tori,True,BUSINESS & INDUSTRY,2,4000
"This collection of Hawthorne ""Tales"" probably got its title from a line in ""King John"":  ""Life is as tedious as"" these",29,1200,False,Twice-Told Tales,Triple Stumper,False,"THANKS FOR THE TITLE, SHAKESPEARE",2,4000
To prevent someone from joining a group by voting against him,14,1200,False,blackball,Keith,True,"LET'S HAVE A ""BALL""",2,4000
In November Albania declared its independence from this crumbling empire,5,1600,False,the Ottoman Empire,Tori,True,100 YEARS AGO--1912,2,4000
"This movie star who appeared in 2012's ""Dark Shadows"" was a sun bunny who became Miss Orange County",23,1600,False,Michelle Pfeiffer,Meredith,True,BEAUTY QUEENS,2,4000
"""The Bay of Giant Tides""",10,1600,False,the Bay of Fundy,Triple Stumper,False,GEOGRAPHIC NICKNAMES,2,4000
"A downloadable app called this company's ""Greatest Hits"" features Asteroids & Missile Command",26,1600,False,Atari,Keith,True,BUSINESS & INDUSTRY,2,4000
"Steinbeck didn't have to read much of ""Richard III"" to get the title of this 1961 novel",28,"3,200",True,The Winter of Our Discontent,Meredith,True,"THANKS FOR THE TITLE, SHAKESPEARE",2,4000
Fungus that discharges a cloud of spores when mature,15,1600,False,a puffball,Meredith,False,"LET'S HAVE A ""BALL""",2,4000
"The United Kingdom established the forerunner to the R.A.F.-- the R.F.C., short for this",6,2000,False,Royal Flying Corps,Meredith,True,100 YEARS AGO--1912,2,4000
"She played former Miss Georgia World Suzanne Sugarbaker on ""Designing Women"" but in real life was 1974 Miss Florida",24,2000,False,Delta Burke,Keith,True,BEAUTY QUEENS,2,4000
"A world capital since 1780, it's ""The Venice of the East""",11,2000,False,"Bangkok, Thailand",Triple Stumper,False,GEOGRAPHIC NICKNAMES,2,4000
"This user review website made a ""noise of pain"" in March 2012 when its stock dropped after a promising IPO",25,2000,False,Yelp,Tori,True,BUSINESS & INDUSTRY,2,4000
This title of David Foster Wallace's second novel comes from Hamlet's description of Yorick,27,2000,False,Infinite Jest,Meredith,True,"THANKS FOR THE TITLE, SHAKESPEARE",2,4000
"Named for a famous engineer & inventor, it's a round molecule with 60 carbon atoms",16,2000,False,a buckyball,Keith,True,"LET'S HAVE A ""BALL""",2,4000
