answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"Founded by Ram Das, this city in Punjab state is home to the Golden Temple, the center of the Sikh faith",30,1000,False,Amritsar,Ken,True,CITY WALK,1,1
"The slogan of this Johnson & Johnson product was ""Have you had your sprinkle today?""",15,1000,False,Shower to Shower,Betsey,True,SLOGANEERING,1,1
"Decorating experts, & the film ""The Big Lebowski"", advise that the right one of these really ties a room together",25,1000,False,a rug,Ken,True,ROOM,1,1
"(Jimmy of the Clue Crew reads from the Cirque du Soleil.)  When used by acrobats, this structure isn't called a seesaw, but this",20,1000,False,a teeterboard,Triple Stumper,False,"""BOARD""",1,1
Toledo military academy class of 1910 grad who went on to become a dictator,22,400,False,Francisco Franco,Ken,True,WORLD HISTORY,2,1
Nicole Kidman finds a photo book containing a postmortem image of her current housekeeper in this chiller,1,400,False,The Others,Ken,True,SPIRITED CINEMA,2,1
"After turning the key, it's the final action with which you start a Yamaha YZ426F 4-stroke motorcycle",21,400,False,kick,J.D.,True,TRANSPORTATION,2,1
The tapir,16,400,False,mammal,Ken,True,"FISH, BIRD, OR MAMMAL",2,1
"""And how should I begin?"" Hmmm, T.S., why not with the alphabetically first country, whose Internet code is .af",6,400,False,Afghanistan,Ken,True,PRUFROCKIAN PONDERINGS,2,1
"This U.S. state's name comes from an Aleut word meaning ""Great Land""",11,400,False,Alaska,Ken,True,"YOU GET AN ""A""",2,1
"Mindon, as emperor of this country, set up a new capital in 1857 at Mandalay",27,800,False,Burma,Ken,True,WORLD HISTORY,2,1
"This actor played a medium hired to investigate the Everest of Haunted Houses in ""Legend of Hell House""",2,800,False,Roddy McDowall,Ken,True,SPIRITED CINEMA,2,1
"The Champlain & St. Lawrence Railroad opened in 1836 powered by this, but soon became Canada's first powered by steam",23,800,False,horses,Betsey,False,TRANSPORTATION,2,1
The lamprey,17,800,False,fish,Ken,True,"FISH, BIRD, OR MAMMAL",2,1
"""Do I dare disturb the universe?"", maybe like this cosmic explosion theory first proposed in the 1920s",7,800,False,the Big Bang,Ken,True,PRUFROCKIAN PONDERINGS,2,1
"(Jeff Probst, host of Survivor, reads the clue.)  This river got its name after a Spanish explorer reported that he had been attacked by female warriors there",12,800,False,Amazon,Ken,True,"YOU GET AN ""A""",2,1
His 5 classics were canonized during the Han Dynasty,28,"4,800",True,Confucius,Ken,True,WORLD HISTORY,2,1
David's haunted by the decomposing corpse of his friend Jack after being attacked on the British moors in this 1981 film,3,"5,000",True,An American Werewolf in London,Ken,False,SPIRITED CINEMA,2,1
"The vessel seen here, the type of missile it carries or a much more low-tech weapon",24,1200,False,Trident,J.D.,False,TRANSPORTATION,2,1
The coelacanth,18,1200,False,fish,Betsey,True,"FISH, BIRD, OR MAMMAL",2,1
"""So how should I presume?"" Not with this argumentative fallacy attacking the person & not the facts",8,1200,False,ad hominem,J.D.,True,PRUFROCKIAN PONDERINGS,2,1
This basic unit of measure of electric current is named for a French physicist who studied voltage,13,1200,False,the ampere,Ken,True,"YOU GET AN ""A""",2,1
"Edmund ""Crouchback"" founded this branch of the Plantagenets that didn't get on well with the Yorks",29,1600,False,the Lancasters,Ken,True,WORLD HISTORY,2,1
"In ""The Gift"" this Aussie actress plays a psychic who gets some much needed help from her former client",4,1600,False,Cate Blanchett,Ken,True,SPIRITED CINEMA,2,1
The U.S. company Trek makes Lance Armstrong's bikes from a composite of this often-compounded element,25,1600,False,carbon,Triple Stumper,False,TRANSPORTATION,2,1
The ptarmigan,19,1600,False,bird,Ken,True,"FISH, BIRD, OR MAMMAL",2,1
"""In the room the women come and go talking of Michelangelo"", but do they know this statue was the only 1 he signed?",9,1600,False,the Pietà,Ken,False,PRUFROCKIAN PONDERINGS,2,1
"To increase a jet plane's thrust, turn on these that feed fuel into the hot exhaust gases",14,1600,False,the afterburners,Ken,True,"YOU GET AN ""A""",2,1
"In 1825, the Decembrists attempted a coup in this country--didn't work",30,2000,False,Russia,J.D.,True,WORLD HISTORY,2,1
Rex Harrison is a curmudgeonly sea captain's ghost haunting Gene Tierney's cottage in this 1947 classic,5,2000,False,The Ghost and Mrs. Muir,Ken,True,SPIRITED CINEMA,2,1
In 1980 you could haul brie in the Renault sold in the U.S. under this half-French name,26,2000,False,Le Car,Triple Stumper,False,TRANSPORTATION,2,1
The colobus,20,2000,False,mammal,Ken,True,"FISH, BIRD, OR MAMMAL",2,1
"""Do I dare to eat a peach?"", & if so, perhaps this kind that sounds like William Sydney Porter's alias",10,2000,False,O\'Henry,Ken,True,PRUFROCKIAN PONDERINGS,2,1
There's a cathedral of Notre Dame in this large Belgian port city that's also known for its diamonds,15,2000,False,Antwerp,Betsey,True,"YOU GET AN ""A""",2,1
