answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
Most geologists believe the earth's core to be mainly a heavy compressed lump of this metal,22,800,False,iron,Chris,True,TAKING YOUR LUMPS,2,14
Rub a needle across a magnet & float it on a piece of paper in a bowl of water,12,800,False,make a compass,Tom,True,HOW DO YOU...,2,14
"Linda Ronstadt, brace yourself for this tune""I feel so bad /I got a worried mind /I'm so lonesome all the time /Since I left my baby behind on...""",17,800,False,"""Blue Bayou""",Triple Stumper,False,"THE JOHNNY GILBERT ""BLUE""s",2,14
"This Algonquin wit suggested ""Excuse My Dust"" as her own epitaph",7,800,False,Dorothy Parker,Chris,True,THIS WAY TO THE EGRESS,2,14
4-5-6:Transfer one's allegiance to another nation,27,800,False,defect,Chris,True,LETTERS IN SEQUENCE,2,14
"Houdini, Emma Goldman & Henry Ford are in this writer’s first winner; Dutch Schultz is in his second winner",3,"3,200",True,E.L. Doctorow,Chris,False,NATIONAL BOOK CRITICS CIRCLE HONOREES,2,14
"From the Norwegian for ""lump"", it's a blob of whipped cream put on a pie",23,1200,False,a dollop,Tom,True,TAKING YOUR LUMPS,2,14
"Combine wine, aquavit, raisins, cloves & sugar; light mixture on fire; learn a Swedish toast",13,1200,False,make glögg,Russ,True,HOW DO YOU...,2,14
"Witness the birth of ""Captain Fantastic 2"" with this song""Laughing like children /Living like lovers /Rolling like thunder /Under the covers...""",18,1200,False,"""I Guess That\'s Why They Call It The Blues""",Chris,True,"THE JOHNNY GILBERT ""BLUE""s",2,14
"In a self-fulfilling prophesy about his drug habit, this comedian said ""I'll die young, but it's like kissing God""",8,1200,False,Lenny Bruce,Tom,True,THIS WAY TO THE EGRESS,2,14
8-9-10:Forcibly seize control of moving vehicle,28,1200,False,hijacking,Tom,True,LETTERS IN SEQUENCE,2,14
"Edmund White wrote a definitive biography of this French thief, novelist & playwright of ""The Maids""",4,1600,False,Genet,Tom,True,NATIONAL BOOK CRITICS CIRCLE HONOREES,2,14
"Kipling water carrier called a ""limping lump o' brick dust""",24,1600,False,Gunga Din,Triple Stumper,False,TAKING YOUR LUMPS,2,14
"Change direction & speed while walking, tug on a leash as you say the command, don't forget to say, ""Good boy!""",14,1600,False,get your dog to heel,Russ,True,HOW DO YOU...,2,14
"Complete this ""Crystal""ine line""I'll be fine when you’re gone /I'll just cry all night long /Say it isn't true and don't it...""",19,1600,False,"""Don\'t It Make My Brown Eyes Blue""",Triple Stumper,False,"THE JOHNNY GILBERT ""BLUE""s",2,14
"A flower child turned Fuhrer in the film ""The Producers"", he made his egress during a 1987 stage performance",9,1600,False,Dick Shawn,Tom,True,THIS WAY TO THE EGRESS,2,14
"18-19-20:Explode in air, perhaps",29,"2,600",True,burst,Tom,False,LETTERS IN SEQUENCE,2,14
"This Peruvian novelist won for his critical work ""Making Waves""",5,2000,False,Mario Vargas Llosa,Triple Stumper,False,NATIONAL BOOK CRITICS CIRCLE HONOREES,2,14
Karl Marx bunched the dregs of society under this 17-letter mouthful,25,2000,False,the lumpenproletariat,Tom,True,TAKING YOUR LUMPS,2,14
"(Sofia of the Clue Crew strikes a yogic pose.)  Start in mountain posture, step forward, bend one knee, raise hand overhead",15,2000,False,assume the warrior position,Triple Stumper,False,HOW DO YOU...,2,14
"This 1968 classic features the man in black, Johnny... Gilbert""My mama always told me son, always be a good boy, don't ever play with guns /But I shot a man in Reno just to watch him die""",20,2000,False,"""Folsom Prison Blues""",Tom,True,"THE JOHNNY GILBERT ""BLUE""s",2,14
This 16th C. philosopher died of bronchitis after experiments with snow to delay the process of putrefaction,10,2000,False,Bacon,Tom,True,THIS WAY TO THE EGRESS,2,14
19-20-21:Dampness,30,2000,False,moisture,Russ,True,LETTERS IN SEQUENCE,2,14
