answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"The writings of Shenute, an Abbot in 5th century Egypt, are among the earliest in this language",5,1000,False,Coptic,Ken,True,SPEAKING IN TONGUES,1,9
"In this craft, paper cutouts are glued to furniture or accessories & covered with many coats of varnish",20,1000,False,decoupage,Elaine,True,"IT'S IN ""DE"" DICTIONARY",1,9
Marley's ghost might be surprised to learn that this was the most popular name given to boys in 2002,15,1000,False,Jacob,John,True,U.S. FACTS & FIGURES,1,9
"Of Walter Chrysler, Louis Chevrolet or Ransom Olds, the one who raced in the Indy 500",25,1000,False,Chevrolet,Elaine,False,PICK ONE,1,9
In 1469 this prince & princess married; within 10 years almost all of what is now Spain came under their control,11,400,False,Ferdinand & Isabella,Ken,True,HISTORICAL PEOPLE,2,9
1993:Bill Murray flirts with Andie MacDowell over & over & over & over...,1,400,False,Groundhog Day,Elaine,True,"""G"" MOVIES",2,9
"Among these creatures, males of the black species share egg-warming duties but trumpeter males don't",21,400,False,swans,Ken,True,LISTEN TO THE ANIMALS,2,9
"This TV network used to be the NBC Blue Network; now it's the ""NYPD Blue"" network",16,400,False,ABC,John,True,WE'LL GIVE YOU THE BLUES,2,9
"In 2003 in works like the one shown, the Dayton Contemporary Dance Company celebrated the centennial of this",26,400,False,the (Wright Brothers\') first flight,Triple Stumper,False,MODERN DANCE,2,9
Webslinging movie & comic book hero who was the loyal servant of Robinson Crusoe,6,400,False,Spider-Man Friday,Ken,True,BEFORE & AFTER,2,9
"This British poet swam the Hellespont on May 3, 1810, performing the feat in one hour, 10 minutes",12,800,False,Byron,Ken,True,HISTORICAL PEOPLE,2,9
1968:John Wayne leads a Special Forces unit,2,800,False,The Green Berets,Ken,True,"""G"" MOVIES",2,9
This continent's Sydney funnel-web spider brags that it makes the black widow look like the girl next door,22,800,False,Australia,John,True,LISTEN TO THE ANIMALS,2,9
"Blue Nun is one of the most famous brands of this ""motherly"" type of German wine",17,800,False,Liebfraumilch,Triple Stumper,False,WE'LL GIVE YOU THE BLUES,2,9
"Modern dance continues to interpret this classical composer, as in Paul Taylor's 1988 ""Brandenburgs""",27,800,False,(Johann Sebastian) Bach,Ken,True,MODERN DANCE,2,9
Soft-serve current British monarch with a curl on top,7,800,False,Dairy Queen Elizabeth,Ken,False,BEFORE & AFTER,2,9
"On Dec. 11, 1936 this king abdicated because he couldn't discharge his duties without ""the woman I love""",13,1200,False,Edward VIII,John,True,HISTORICAL PEOPLE,2,9
1999:Tom Hanks watches a lot of executions,3,1200,False,The Green Mile,Ken,True,"""G"" MOVIES",2,9
"Just because I'm this physically smallest class of termite, shouldn't mean I have to wait on the others all day",25,1200,False,a worker,Ken,False,LISTEN TO THE ANIMALS,2,9
Methane in the atmosphere is responsible for the blue-green coloring of these 2 planets,18,"2,200",True,Uranus & Neptune,John,True,WE'LL GIVE YOU THE BLUES,2,9
"As opposed to the leaps of ballet, Mary Wigman's dances showed gravity's pull & often used this prayerful position",28,1200,False,kneeling,Elaine,True,MODERN DANCE,2,9
Spanish Fountain of Youth searcher who won the heavyweight title in 1978,8,1200,False,Ponce de Leon Spinks,Ken,True,BEFORE & AFTER,2,9
Much of the decency that marked Nero's early reign was due to the guidance of this tragedian/tutor,14,1600,False,Seneca,Ken,False,HISTORICAL PEOPLE,2,9
1990:Joe Pesci is a bad guy,4,1600,False,Goodfellas,Elaine,True,"""G"" MOVIES",2,9
"We African elephants are in trouble too, but we're only listed as this, while the Asian ones are endangered",23,1600,False,threatened,John,True,LISTEN TO THE ANIMALS,2,9
Blue is a popular clothing color for members of this original Moroccan ethnic group,19,1600,False,the Berbers,Ken,True,WE'LL GIVE YOU THE BLUES,2,9
This performer/choreographer was one of the most influential figures in modern dance,29,1600,False,Martha Graham,Elaine,True,MODERN DANCE,2,9
"This patriotic composer said, ""Give me liberty or give me d-death, d-death, d-death, d-death, d-death, d-death, d-death""",9,1600,False,Patrick Henry Mancini,Ken,True,BEFORE & AFTER,2,9
"In 1094 this Spanish warrior seized Valencia, a Muslim stronghold, & ruled it until his death on July 10, 1099",15,2000,False,El Cid,Ken,True,HISTORICAL PEOPLE,2,9
1946:Rita Hayworth teases up a storm in South America,5,2000,False,Gilda,Ken,True,"""G"" MOVIES",2,9
"The marmot, seen here, wishes it didn't have this name, which means cowardly",24,2000,False,yellow-bellied,Ken,True,LISTEN TO THE ANIMALS,2,9
He rocked the charts with his band The Blue Notes,20,2000,False,Harold Melvin,Triple Stumper,False,WE'LL GIVE YOU THE BLUES,2,9
,,,,,,,MODERN DANCE,2,9
It can patch you up after a camping accident & be your guide along the Oregon Trail,10,"4,600",True,a First Aid Kit Carson,Ken,True,BEFORE & AFTER,2,9
