answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"""Independent Women, Part I"" from Destiny's Child's ""Survivor"" CD was the theme for this 2000 Cameron Diaz film",7,800,False,Charlie\'s Angels,Russ,True,ALBUMS,2,19
"A 1913 opera about this queen of Ithaca is based on an episode from ""The Odyssey""",2,800,False,Penelope,Tom,True,OPERA,2,19
"Cosimo de Medici's patronage of Donatello led to the creation of this life-size nude, bronze sculpture in the 1430s",27,800,False,David,Tom,True,RENAISSANCE ART,2,19
"From the size of these body parts, Australopithecus boisei became known as ""Nutcracker Man""",22,800,False,the teeth,Arthur,False,HUMAN EVOLUTION,2,19
"Originally a traveling salesman, Nikolaus August Otto invented the 4-stroke type of this engine",12,800,False,gas,Tom,True,SEARCH: ENGINES,2,19
This picturesque Moorish city lies about 60 miles northeast of Casablanca,18,1200,False,Rabat,Russ,True,AFRICAN CAPITALS,2,19
"In the 1990s this saxophonist had 4 albums go multi-platinum; ""Breathless"" sold over 12 million",8,1200,False,Kenny G,Russ,True,ALBUMS,2,19
Eva has to marry the winner of a singing contest in Nuremberg in this comic opera by Wagner,3,400,True,Die Meistersinger (von Nürnburg),Tom,True,OPERA,2,19
Lorenzo Ghiberti created doors for the Baptistry of St. John; the luminous result was named this by Michelangelo,28,1200,False,The Gates of Paradise,Triple Stumper,False,RENAISSANCE ART,2,19
These Pleistocene cave-dwellers whose name is synonymous with brutishness had bigger brains than we do,23,1200,False,Neanderthals,Russ,True,HUMAN EVOLUTION,2,19
The first practical type of this engine was built by the English inventor Thomas Newcomen in 1712,13,1200,False,steam,Russ,True,SEARCH: ENGINES,2,19
Tourist attractions in this city near Africa's northern tip include the ruins of Carthage & other Punic towns,19,1600,False,Tunis,Arthur,True,AFRICAN CAPITALS,2,19
"This Cleveland quintet's album ""E. 1999 Eternal"" was produced by the late rapper Eazy-E",9,1600,False,Bone Thugs-n-Harmony,Triple Stumper,False,ALBUMS,2,19
"In 2004 the Royal Opera dropped soprano Deborah Voigt from ""Ariadne Auf Naxos"" for this reason",4,1600,False,she was too heavy,Arthur,True,OPERA,2,19
"Known for his Madonnas, this early 16th century artist designed tapestries for Pope Leo X for the Sistine Chapel",29,1600,False,Raphael,Arthur,False,RENAISSANCE ART,2,19
"5 million years ago our ancestors said, ""See ya, wouldn't want to be ya!"" to this living creature, genus Pan",24,1600,False,the chimp(anzee),Triple Stumper,False,HUMAN EVOLUTION,2,19
"These trucks use two engines--one to propel the vehicle, the other to drive the pump",14,1600,False,fire,Tom,True,SEARCH: ENGINES,2,19
"Muhammad Ali's ""Rumble in the Jungle"" with George Foreman was fought in this city, then the capital of Zaire",20,2000,False,Kinshasa,Russ,True,AFRICAN CAPITALS,2,19
"The song heard here kicks off ""Let It Be"" by these cult favorites from Minnesota""Meet me anyplace or anywhere or anytime...""",10,2000,False,The Replacements,Russ,True,ALBUMS,2,19
"The name of this comic opera by Mozart is sometimes translated as ""So Do They All""",5,2000,False,Così fan tutte,Tom,True,OPERA,2,19
"Pyres of Vanity, the bonfires that destroyed works of art, were lit by this monk, the Medici's most virulent enemy",30,2000,False,(Girolamo) Savonarola,Arthur,True,RENAISSANCE ART,2,19
"Discovered in 1984, the Nariokotome boy was assigned to this species of standup guys from 1 ½ million B.C.",25,2000,False,Homo erectus,Russ,True,HUMAN EVOLUTION,2,19
This is the shortened word for the engine type as well as for the plane that uses it,15,2000,False,prop,Tom,True,SEARCH: ENGINES,2,19
