answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"In the Oscar-nominated song, the 3 words that follow ""Thumbelina, Thumbelina...""",10,1000,False,"""Tiny Little Thing""",Ken,True,"A ""TINY"" CATEGORY",1,3
My newt wonders why newts aren't a Japanese delicacy like this fish that secretes the same poison,6,1000,False,blowfish (or fugu),Ken,True,MY NEWT,1,3
"If a chunk of this New England city's Travelers Tower falls on you, we're confident they're insured",21,400,False,"Hartford, Connecticut",Laura,True,TALL BUILDINGS,2,3
"In 1946, Elmore Morgenthaler was the first NBA player with this physical distinction",3,400,False,being 7 feet tall,Ken,True,SPORTS GIANTS,2,3
"This ""male"" brand of frozen dinners contains more than 1 pound of food; the XXL line has 1 1/2 pounds",1,400,False,Hungry-Man,Ken,True,HEAPING PORTIONS,2,3
NASA has 134 of these & has no current plan to hire more,7,400,False,astronauts,Ken,True,LOTS OF SPACE,2,3
"The shortest ""war"" in history, 45 minutes, occured in 1896 between Zanzibar & naval forces of this vast empire",26,400,False,the British Empire,Ken,True,THE VAST & THE FURIOUS,2,3
"A person who fought against slavery, like John Brown, was termed this 12-letter word",16,400,False,abolitionist,Ken,True,BIG WORDS,2,3
Manhattan's Lever House helped usher in the era of the building style known as a box of this material,22,800,False,glass,Ken,True,TALL BUILDINGS,2,3
"Through 2003 this pitcher now with Arizona had 3,871 strikeouts in 3,122 innings",12,800,False,Randy Johnson,Ken,True,SPORTS GIANTS,2,3
The Overtons named this restaurant for a certain dessert; it's known for its large menu & giant portions,2,800,False,Cheesecake Factory,Adam,True,HEAPING PORTIONS,2,3
"On August 27, 2003 this planet reached its closest point to Earth in nearly 60,000 years",8,800,False,Mars,Ken,True,LOTS OF SPACE,2,3
This nation of 200 million has fought small independence movements like those in Aceh & East Timor,27,800,False,Indonesia,Adam,True,THE VAST & THE FURIOUS,2,3
"This instrument, often attached to an inflatable cuff, is used to measure blood pressure",17,800,False,a sphygmomanometer,Adam,True,BIG WORDS,2,3
You might expect decor by Michelangelo at the over 500-foot towers with this name in Dallas & Detroit,23,1200,False,Renaissance,Ken,True,TALL BUILDINGS,2,3
North-of-the-border star athlete seen here,13,1200,False,Vince Carter,Adam,True,SPORTS GIANTS,2,3
A 32-ounce soft drink at 7-Eleven has this trademarked name,4,1200,False,Big Gulp,Ken,True,HEAPING PORTIONS,2,3
"In 1965, Belyayev just had to sit there while his partner Leonov became the first to do this",9,1200,False,walk in space,Ken,True,LOTS OF SPACE,2,3
,,,,,,,THE VAST & THE FURIOUS,2,3
"This 11-letter word for ""sleight of hand"" is from the French for ""light of hand""",18,1200,False,legerdemain,Ken,False,BIG WORDS,2,3
"The Jin Mao Building, China's tallest, is in this commercial center in the east of the country",24,1600,False,Shanghai,Ken,True,TALL BUILDINGS,2,3
"Known as ""Tooz"", he played defensive line for the Raiders & played Tonda in the film ""Caveman""",14,1600,False,John Matuszak,Adam,True,SPORTS GIANTS,2,3
"(Jimmy of the Clue Crew points to three stacks of different-sized paper cups in a Starbucks in Seattle, Washington.)  At Starbucks, tall is only 12 ounces, grande is 16 ounces & this, Italian for 20, is 20 ounces",5,1600,False,venti,Laura,True,HEAPING PORTIONS,2,3
"In 1945 this ""Space Odyssey"" author suggested a space-based telecommunication system",10,1600,False,Arthur Clarke,Ken,True,LOTS OF SPACE,2,3
,,,,,,,THE VAST & THE FURIOUS,2,3
This adjective refers to a 150th anniversary,19,1600,False,sesquicentennial,Ken,True,BIG WORDS,2,3
"This establishment, seen here, isn't in Asia, but in Atlantic City",25,2000,False,the Taj Mahal,Adam,True,TALL BUILDINGS,2,3
(I'm Hall of Famer Dan Hampton.)  My Hall of Fame biography mentions this beastly nickname that came from my first name & my fierce attitude,15,2000,False,"""Danimal""",Triple Stumper,False,SPORTS GIANTS,2,3
This bottle size named for one of the Magi is the equivalent of 16 standard bottles of wine,6,"1,000",True,Balthazar,Laura,True,HEAPING PORTIONS,2,3
Try & come up with this name of the Apollo 15 command module or the shuttle first launched in 1992,11,2000,False,Endeavor,Ken,True,LOTS OF SPACE,2,3
,,,,,,,THE VAST & THE FURIOUS,2,3
"28-letter term for opposition to the withdrawal of state support, as for the Anglican church",20,"5,600",True,antidisestablishmentarianism,Ken,True,BIG WORDS,2,3
