answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"This large, triangular sail used on some racing yachts is said to derive its name from a yacht called the Sphinx",3,"1,200",True,a spinnaker,Tom,False,WORD ORIGINS,2,20
"Often symbolized L, it's the value approached by a function as its variable approaches a given value",29,1600,False,a limit,Arthur,True,CALCULUS,2,20
In 1995 she had 2 songs debut at the top of the charts; one was a duet with Boyz II Men,25,1600,False,Mariah Carey,Russ,True,CHART TOPPERS,2,20
In 1951 Portugal allowed NATO to establish an airbase on the island of Terceira in this archipelago,9,1600,False,Azores,Arthur,True,GEOGRAPHY,2,20
blogforamerica.com was started to raise money for & awareness of his presidential campaign,19,1600,False,(Howard) Dean,Tom,True,BLOGS,2,20
The Peace of Utrecht ended this war & recognized the legitimacy of Louis XIV's grandson as King of Spain,14,1600,False,the War of the Spanish Succession,Tom,True,FIVE EASY PEACES,2,20
This Protestant group was named for its founders' strict & orderly approach to life & the Scriptures,4,1600,False,Methodists,Tom,False,WORD ORIGINS,2,20
"Related to the word ""increase"", it's a small change in a variable representing distance or time",30,2000,False,increment,Russ,True,CALCULUS,2,20
"He wrote Bread's only No. 1 hit, ""Make It With You"", as well as the title track to the 1977 film ""The Goodbye Girl""",26,2000,False,David Gates,Tom,True,CHART TOPPERS,2,20
It's the capital & chief seaport of Trinidad & Tobago,10,2000,False,Port-of-Spain,Triple Stumper,False,GEOGRAPHY,2,20
This notorious comedienne seen here blogs about such things as her potty mouth and the end of the world,20,2000,False,Margaret Cho,Russ,True,BLOGS,2,20
Negotations in a Duchy in what is now Western Germany led to the naming of this 1648 peace,15,2000,False,Westphalia,Tom,True,FIVE EASY PEACES,2,20
"From the Latin word lampreda we get lamprey, as well as the name of this mollusk",5,2000,False,limpet,Arthur,False,WORD ORIGINS,2,20
