answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"Critics love this 10-letter adjective to describe music resembling ""Lay Lady Lay"" or ""Like A Rolling Stone""",13,800,False,Dylanesque,Ken,True,MUSIC,2,6
"Sharif,ayatollah",8,800,False,Islam,Ken,True,RELIGIOUS TITLES,2,6
"(Jimmy of the Clue Crew sits at a table in the Seelbach Hilton in Louisville, KY.)  This boxing legend known as the Louisville Lip loves to dine here at the Oak Room when he's visiting his hometown",3,800,False,Muhammad Ali,Bruce,True,FAMOUS KENTUCKIANS,2,6
"If your stylist puts humectant conditioner in your hair, it's most likely because your hair is this",27,800,False,dry,Bruce,True,MISHMASH,2,6
2 words that sound alike but are spelled differently,23,800,False,homophones,Ken,True,"ON THE ""PHONE""",2,6
"The Hawaiian islands consist mostly of this hard, dark volcanic rock",19,1200,False,basalt,Ken,True,GEOLOGY,2,6
(Typewriter) keyboardist Paul Ackerman entered the R&R Hall of Fame by editing this music journal for 30 years,14,1200,False,Billboard,Dana,True,MUSIC,2,6
"Babu,jagadguru",9,1200,False,Hinduism,Dana,True,RELIGIOUS TITLES,2,6
"Her brother Nick, nephew George & friend Al Pacino all attended her 2002 funeral in Maysville, Ky., her hometown",4,"3,000",True,Rosemary Clooney,Bruce,False,FAMOUS KENTUCKIANS,2,6
"At an estate sale, Carl Rice spent $60 on 2 of these by Martin Johnson Heade; they later sold for over $1 million",28,1200,False,paintings,Ken,True,MISHMASH,2,6
Daughter of Zeus & Demeter,24,1200,False,Persephone,Ken,True,"ON THE ""PHONE""",2,6
"Due to its luster, German miners gave this ""pleasant"" rock its name, which means ""spark""",20,"7,000",True,gneiss,Ken,True,GEOLOGY,2,6
The riff heard here kicks off a recent album by this band,15,1600,False,The White Stripes,Ken,True,MUSIC,2,6
"Bhai,sardar",10,1600,False,Sikhism,Ken,True,RELIGIOUS TITLES,2,6
"Good morning to this newswoman, who's seen here in 1963, when she was America's Junior Miss",5,1600,False,Diane Sawyer,Dana,True,FAMOUS KENTUCKIANS,2,6
"Oaxaca is ""the land of 7"" of these rich sauces, including the negro & verde types",29,1600,False,molés,Ken,True,MISHMASH,2,6
An English language speaker,25,1600,False,an Anglophone,Ken,True,"ON THE ""PHONE""",2,6
The Pilgrim Monument in Provincetown is the tallest structure in the U.S. made entirely of this,21,2000,False,granite,Triple Stumper,False,GEOLOGY,2,6
"""Stoned"" is a memoir of '60s London by this then-manager of the Rolling Stones",16,2000,False,Andrew Oldham,Triple Stumper,False,MUSIC,2,6
T'ien shih,11,2000,False,Taoism,Ken,False,RELIGIOUS TITLES,2,6
"In the '40s & '50s this Kentucky-born hunk starred in biblical films like ""The Robe"" & ""Samson and Delilah""",6,2000,False,Victor Mature,Ken,True,FAMOUS KENTUCKIANS,2,6
"These political ""issues"" get their name because they can split apart a unified movement",30,2000,False,wedge issues,Bruce,False,MISHMASH,2,6
The smallest unit in a language capable of conveying distinction in meaning,26,2000,False,a phoneme,Ken,True,"ON THE ""PHONE""",2,6
