answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
"If you mark of each day on the wall, & you serve exactly 40% of a 5-year sentence, you end up with this many marks",7,1000,False,730 (or 731),John,True,AROUND THE CELL,1,13
It might be a social blunder to use one of these long poles with a hook on the end to land a large fish,21,"1,000",True,a gaff,Vinita,False,FISHING FOR VOCABULARY,1,13
In 2004 a new version of this coin depicted the peace medal Lewis & Clark gave to Indians during their exploration,23,1000,False,a nickel,Vinita,True,"MONEY, MONEY, MONEY",1,13
"The Greek goddess of magic & Shakespeare's queen of the witches, she can make cows fat or skinny",29,1000,False,Hecate,John,False,I'VE GOT SUPERNATURAL POWERS,1,13
The epic in Stephen Vincent Benet's body of work that won him a 1929 Pulitzer,17,1000,False,John Brown\'s Body,John,False,THEY'RE ALL WINNERS!,1,13
You've spoken to Atrus on D'ni so put your mouse down and eject this computer game,10,1000,False,Myst,Vinita,True,GAME OVER,1,13
"6 elements make up 99% of a cell's weight: carbon, nitrogen, phosphorus, sulfur & these familiar 2",13,400,False,hydrogen & oxygen,John,True,AROUND THE CELL,2,13
"This 2002 flick earned Oscar nominations for Queen Latifah, Renee Zellweger & Catherine Zeta-Jones",5,400,False,Chicago,John,True,MOVIE MUSICALS,2,13
"Her poem ""On the Pulse of Morning"" ends, ""And say simply very simply with hope good morning""",21,400,False,Maya Angelou,Renzo,True,METER MAIDS,2,13
"In 1928 Hoover won 444-87 in the Electoral College over Al Smith & his ""Strange Interlude"" opened in New York",26,400,False,Eugene O\'Neill,Vinita,True,A YEAR IN THE LIFE OF HERBERT HOOVER,2,13
"This ""Scourge of God"" despot is referred to in the ""Volsunga Saga"" as Atli",16,400,False,Attila (the Hun),Vinita,True,DESPOTPOURRI,2,13
"Although it sounds like it has something to do with a Southern peanut, it really pertains to Pataki or Jeb",15,400,False,gubernatorial,Vinita,True,WIDE WORLD OF WEIRD WORDS,2,13
"The synthesizers called ribosomes are about 50% protein &, as you might guess, 50% this substance",12,800,False,RNA,John,False,AROUND THE CELL,2,13
"""Hello, Gorgeous!"" was Barbra Streisand's first line in this musical, her first film",4,800,False,Funny Girl,Triple Stumper,False,MOVIE MUSICALS,2,13
"Her ""Aurora Leigh"" is ""a poem in nine books""",22,800,False,Elizabeth Barrett Browning,Triple Stumper,False,METER MAIDS,2,13
In 1932 Hoover lost 472-59 in the Electoral College to FDR & the Cubs got swept by this team in the World Series,27,800,False,the (New York) Yankees,Triple Stumper,False,A YEAR IN THE LIFE OF HERBERT HOOVER,2,13
"After an anti-Roman uprising in 40 B.C., this despot fled to Rome, where the Senate elected him King of Judea",17,800,False,Herod (the Great),Renzo,True,DESPOTPOURRI,2,13
"Though it may sound like a laughing beer, it's really a hubbub, maybe in a pub, bub",6,800,False,brouhaha,Triple Stumper,False,WIDE WORLD OF WEIRD WORDS,2,13
"(Jimmy of the Clue Crew motions to a diagram on a chalkboard.)  During cell division, structures called spindles attach these to one end of the cell",10,"2,000",True,chromosomes,Vinita,True,AROUND THE CELL,2,13
"Donald O'Connor ""made 'em laugh"" in one of this 1952 movie's most famous numbers",1,1200,False,Singin\' in the Rain,John,True,MOVIE MUSICALS,2,13
"This lady from an old New England family wrote ""A Lady"", which says, ""You are beautiful and faded, like an old opera tune""",23,1200,False,(Amy) Lowell,Renzo,True,METER MAIDS,2,13
"Hoover was born in 1874, the year this man began his second stint as Britain's Prime Minister",28,1200,False,(Benjamin) Disraeli,Vinita,True,A YEAR IN THE LIFE OF HERBERT HOOVER,2,13
"His attempt to escape Bucharest by helicopter failed in 1989, & after a tribunal he & his wife Elena were shot",18,1200,False,(Nicolae) Ceausescu,Renzo,True,DESPOTPOURRI,2,13
"Meaning to throw out of a window, this term gained fame after a 1618incident in Prague where 2 officials were so thrown",7,1200,False,defenestration,Vinita,True,WIDE WORLD OF WEIRD WORDS,2,13
"By this process, water moves through cellular membranes to equalize pressure",9,1600,False,osmosis,Vinita,True,AROUND THE CELL,2,13
"In this musical Western, Clint Eastwood sings ""I Still See Elisa"" & ""I Talk To The Trees""",2,1600,False,Paint Your Wagon,Renzo,True,MOVIE MUSICALS,2,13
"This American poet titled her 1960 collection ""To Bedlam and Part Way Back""",24,1600,False,Anne Sexton,Renzo,True,METER MAIDS,2,13
1929 wasn't so hot for Hoover but it was for architecture; this Disney hall designer was born on Feb. 28,29,1600,False,Frank Gehry,John,True,A YEAR IN THE LIFE OF HERBERT HOOVER,2,13
"Crazed with grief when his mother died in 1827, this African warrior chief forbade the drinking of milk",19,"3,000",True,Shaka Zulu,Renzo,False,DESPOTPOURRI,2,13
"Meaning a silly or flighty person, this word with 2 sets of double ""B""s was a demon's name & mentioned in ""King Lear""",8,1600,False,flibbertigibbet,Triple Stumper,False,WIDE WORLD OF WEIRD WORDS,2,13
"(Sarah of the Clue Crew demonstrates at a chalkboard.)  Though its name is from the latin for ""empty,"" this cavity in a plant cell holds a solution that's important for life",11,2000,False,a vacuole,Vinita,True,AROUND THE CELL,2,13
"In 1967 Tommy Steele starred in back-to-back musicals: ""The Happiest Millionaire"" & this ""monetary"" one",3,2000,False,Half a Sixpence,Triple Stumper,False,MOVIE MUSICALS,2,13
"Her best-known poem says, ""I was much further out than you thought and not waving but drowning""",25,2000,False,Stevie Smith,John,True,METER MAIDS,2,13
"Hoover died in October 1964, 6 months after this famous American faded away",30,2000,False,(Douglas) MacArthur,Renzo,True,A YEAR IN THE LIFE OF HERBERT HOOVER,2,13
This advisor to Ivan the Terrible was elected Czar after the death of the Czarevich Fyodor,20,2000,False,Boris Godunov,Triple Stumper,False,DESPOTPOURRI,2,13
"Sigmund knows that this is from the German for ""damage"" & ""joy"" & I'm getting a certain amount of it right now",14,2000,False,schadenfreude,Renzo,True,WIDE WORLD OF WEIRD WORDS,2,13
