answer,order_number,value,is_daily_double,correct_response,responder,is_correct,category,round_num,episode
The new Colorado River bridge downstream of Hoover Dam will connect these 2 adjacent states,23,600,False,Nevada and Arizona,Anne,True,BRIDGES TO THE FUTURE,1,17
"Returning from the Crusades in 1192, this English king was captured in Vienna & jailed for over a year",8,600,False,Richard I,Chris,True,GREAT BRITS,1,17
"This ""elder"" Roman encyclopedist referred to thyme as a fumigant",13,600,False,Pliny,Anne,True,A BRIEF HISTORY OF THYME,1,17
"""No, No, Nanette"" ""beverage"" song(3, 3, 3)",18,600,False,"""Tea For Two""",Tom,True,"BROADWAY CROSSWORD CLUES ""T""",1,17
"Bahrain's capital, it shares most of its letters with a Central American country",29,800,False,Manama,Tom,True,BAHRAIN,1,17
Huey Freeman of this edgy comic strip is named after Black Panther Huey Newton,4,800,False,The Boondocks,Chris,True,POP CULTURE,1,17
"A bridge over this river will connect Vidin, Bulgaria with Calafat, Romania",24,500,True,the Danube,Anne,False,BRIDGES TO THE FUTURE,1,17
There was no royal fun allowed when this man took power in England in 1653,9,800,False,Oliver Cromwell,Anne,True,GREAT BRITS,1,17
"Monks know that thyme is an ingredient in this popular upscale French liquor, one of the ""B""s in B&B",14,800,False,benedictine,Triple Stumper,False,A BRIEF HISTORY OF THYME,1,17
"""Aida"" lyricist's first name(3)",19,800,False,Tim,Chris,True,"BROADWAY CROSSWORD CLUES ""T""",1,17
In 1971 Bahrain joined this regional organization that was formed in Cairo in 1945,30,1000,False,the Arab League,Tom,True,BAHRAIN,1,17
"Not to be confused with The Doves or Vines, this Swedish band had a hit with ""Hate To Say I Told You So""",5,1000,False,The Hives,Chris,False,POP CULTURE,1,17
The Binh Bridge is being constructed for this Northern Vietnamese port city,25,1000,False,Hai Phong,Tom,True,BRIDGES TO THE FUTURE,1,17
"American-born, this first woman in the House of Commons said, ""I am the kind of woman I would run from""",11,1000,False,Lady (Nancy Witcher) Astor,Triple Stumper,False,GREAT BRITS,1,17
"Thyme contains about 1% this type of ""oil"" used in fragrances & pharmaceuticals",15,1000,False,essential oil,Anne,True,A BRIEF HISTORY OF THYME,1,17
"""My One And Only"" tall Tony-winning Texan(5, 4)",20,1000,False,Tommy Tune,Anne,True,"BROADWAY CROSSWORD CLUES ""T""",1,17
Samuel Schwabe got deeply into sunspots after trying to find a planet crossing the sun closer than this one,7,400,False,Mercury,Chris,True,SCIENCE & NATURE,2,17
"This Dutch painter, a member of the Delft Guild, had a total output of only about 40 pictures (one with a pearl)",21,400,False,(Jan) Vermeer,Anne,True,ART & ARTISTS,2,17
Chicken-chasing & gathering ingredients for a communal gumbo are Cajun festivities for this pre-Lenten day,26,400,False,Mardi Gras,Chris,True,A CAJUN CATEGORY,2,17
"Tennessee Ernie Ford's ""Tons"" times Eddie Money's ""Tickets To Paradise""",2,400,False,32,Tom,True,TOP 40 MATH,2,17
His father was born Theodore Anagnostopoulos,1,400,False,Spiro Agnew,Chris,True,THE VEEP,2,17
"This letter begins the Shakespearean sonnet ""...truant muse, what shall be thy amends...""",12,400,False,O,Anne,True,LETTER PERFECT,2,17
"A seal's these, also called vibrissae, sense vibrations in the water that can represent food",8,800,False,their whiskers,Anne,True,SCIENCE & NATURE,2,17
"This Englishman described his work as ""modern moral subjects... similar to representations on the stage""",22,800,False,(William) Hogarth,Anne,True,ART & ARTISTS,2,17
"This Cajun favorite, deep-fried & dusted with sugar, is the state doughnut of Louisiana",27,800,False,a beignet,Tom,True,A CAJUN CATEGORY,2,17
"Rolling Stones' ""Nervous Breakdown"" number plus Beatles' ""Days A Week""",3,800,False,27,Tom,True,TOP 40 MATH,2,17
"Vice President under Thomas Jefferson, he was the first Vice President who did not later become President",17,800,False,Aaron Burr,Chris,True,THE VEEP,2,17
"As you might expect, this is the first letter in the poem ""Song of Myself""",13,800,False,I,Chris,True,LETTER PERFECT,2,17
A male moth's antennae are attuned to these released by female moths,9,"1,000",True,pheromones,Anne,True,SCIENCE & NATURE,2,17
"Gericault's most famous work, ""The Raft of"" this ship, was based on a historic event & caused a political scandal",23,1200,False,the Medusa,Anne,True,ART & ARTISTS,2,17
"If we covered everything Cajun from A to Z, we'd finally come to this accordion-based musical style heard here",28,1200,False,zydeco,Chris,True,A CAJUN CATEGORY,2,17
"The Crests' ""Candles"" plus Boyz II Men's ""Season Of Loneliness""",4,1200,False,20,Tom,True,TOP 40 MATH,2,17
"This senator from Indiana who became Vice President has a city named for him--in Alaska, of all places",18,"1,000",True,(Charles) Fairbanks,Chris,False,THE VEEP,2,17
"John Doe played bass & wrote songs for this seminal punk rock band, ""discovered"" by Ray Manzarek of The Doors",14,1200,False,X,Chris,True,LETTER PERFECT,2,17
It's the wavelike muscular contractions of the alimentary canal that move food through the digestive system,10,1600,False,peristalsis,Chris,True,SCIENCE & NATURE,2,17
"His ""Jolly Toper"" of the 1600s is seen here",24,1600,False,Franz Hals,Tom,False,ART & ARTISTS,2,17
"After Louisiana, this state has the largest Cajun population, especially in areas like Port Arthur",29,1600,False,Texas,Tom,True,A CAJUN CATEGORY,2,17
"The speed Sammy Hagar ""Can't Drive"" minus Three Dog Night's title ""Loneliest Number""",5,1600,False,54,Chris,True,TOP 40 MATH,2,17
"The nation's 42nd Vice President, he was born in Ceylon... Ceylon, Minnesota, that is",19,1600,False,(Walter) Mondale,Tom,True,THE VEEP,2,17
"On a baseball scorecard, you can mark a walk with either a ""W"" or 2 of these",15,1600,False,B,Tom,True,LETTER PERFECT,2,17
Conductors allow electric current to flow & these opposite materials restrict the flow of the current,11,2000,False,insulators (or resistors),Chris,True,SCIENCE & NATURE,2,17
"Minerva, Venus & Juno are the 3 being ""judged"" in this famous Claude Lorrain painting",25,2000,False,The Judgment of Paris,Anne,True,ART & ARTISTS,2,17
"The Cajuns are descended from the Acadians, the subject of this famous 1847 poem",30,2000,False,Evangeline,Anne,True,A CAJUN CATEGORY,2,17
"In the song's title, Zager & Evans' ""In The Year"" this minus The Commodores' ""Times A Lady""",6,2000,False,2522,Anne,True,TOP 40 MATH,2,17
"As Harding's running mate in 1920, he said, ""One with the law is a majority""",20,2000,False,(Calvin) Coolidge,Tom,True,THE VEEP,2,17
The holes in the body of a typical violin get their name from being shaped like this letter,16,2000,False,F,Chris,True,LETTER PERFECT,2,17
